-23.14, -30.98, -361.27, -64.81, -22.28, -330.01, -71.50, -4.03, -301.67, -56.40, 15.50, -296.39, -49.46, -16.69, -299.86, -83.90, -0.90, -267.75, -97.55,  7.33, -254.30, -111.03, 18.92, -240.51, -37.34,  1.52, -294.84, -54.50, 23.29, -260.86, -68.99, 44.33, -241.00, -75.23, 52.64, -228.54, -16.36,  8.86, -293.53, -26.13, 45.39, -272.52, -28.96, 59.69, -260.36, -31.58, 77.11, -243.33, -3.98, 19.05, -307.07,  0.95, 42.40, -291.94,  4.67, 60.63, -281.30,  6.57, 73.22, -276.80
-23.28, -29.11, -359.54, -65.56, -19.70, -329.33, -72.35, -0.62, -301.56, -58.46, 19.49, -295.22, -50.96, -14.24, -298.87, -85.78,  1.83, -267.31, -99.59, 10.19, -254.11, -113.25, 21.90, -240.60, -39.10,  4.15, -293.87, -56.99, 26.29, -260.49, -71.95, 47.50, -241.19, -78.46, 55.94, -228.95, -18.22, 11.71, -292.23, -28.83, 48.41, -271.95, -32.06, 62.84, -260.04, -35.23, 80.46, -243.32, -5.66, 21.82, -305.66, -1.50, 45.43, -290.70,  1.66, 63.84, -280.19,  3.24, 76.51, -275.79
-29.24, -42.57, -345.01, -75.56, -34.57, -320.94, -99.39, -22.34, -299.40, -113.94, -5.67, -287.24, -53.51, -2.61, -295.18, -76.29, 31.76, -267.50, -84.76, 47.41, -256.63, -92.34, 66.15, -246.76, -39.71, 14.93, -297.53, -51.27, 50.55, -274.70, -61.21, 79.47, -264.13, -65.28, 92.71, -255.68, -18.13, 20.31, -298.69, -25.48, 62.72, -294.39, -27.37, 80.84, -289.07, -28.73, 103.64, -280.22, -5.00, 23.08, -314.82, -3.83, 50.51, -308.14, -2.78, 71.46, -303.75, -2.16, 84.90, -302.63
-27.22, -36.97, -343.81, -72.92, -32.57, -317.71, -95.22, -18.04, -295.97, -110.37, -1.20, -284.82, -54.04,  0.74, -293.55, -83.30, 30.45, -266.57, -94.84, 44.32, -256.11, -106.31, 61.33, -246.87, -44.06, 20.35, -297.98, -60.49, 54.53, -275.95, -75.13, 81.69, -266.20, -81.09, 94.47, -258.19, -24.06, 29.50, -301.46, -38.17, 70.26, -298.18, -42.66, 88.09, -293.44, -47.22, 110.85, -285.62, -13.15, 33.67, -318.86, -13.57, 61.57, -314.40, -13.92, 82.85, -311.88, -14.48, 96.34, -312.16
-10.29, -10.44, -349.20, -16.00, 41.46, -341.23, -23.22, 74.88, -337.75, -26.00, 97.53, -326.94, -55.61, 25.23, -312.57, -69.22, 58.45, -278.25, -74.32, 71.25, -262.59, -78.18, 83.19, -243.92, -55.86, 12.74, -293.92, -72.29, 21.49, -254.20, -78.94, 28.11, -223.24, -83.22, 31.20, -207.90, -58.51, -8.20, -286.81, -22.25,  0.40, -264.84, -14.46, -3.13, -281.78, -3.85, -7.99, -303.33, -44.90, -23.61, -282.59, -31.50, -12.46, -260.35, -13.35, -11.88, -271.75, -11.03, -16.88, -284.07
-35.15, -37.02, -340.32,  7.79, -15.13, -318.74, 35.45,  1.87, -307.46, 51.32, 13.45, -291.60, -29.34, 25.01, -312.28, -16.81, 56.54, -276.01, -12.97, 69.15, -259.85, -10.87, 81.08, -240.89, -48.40, 25.46, -300.44, -61.39, 52.82, -268.72, -70.39, 68.48, -241.88, -75.23, 77.08, -229.00, -70.39, 22.49, -302.39, -64.68, -2.40, -267.48, -58.80, -14.71, -280.67, -51.49, -31.15, -297.31, -82.84,  5.91, -299.20, -79.85,  2.76, -271.28, -70.57, -16.29, -274.55, -69.13, -23.03, -286.16
-41.84, -44.75, -322.63,  3.76, -18.14, -321.41, 32.56,  0.15, -325.53, 53.36, 13.24, -319.73, -34.24, 17.94, -296.54, -35.58, 53.68, -262.08, -36.75, 67.09, -246.15, -39.14, 79.21, -227.34, -48.02, 16.24, -278.90, -21.86,  1.19, -247.07, -25.83, -17.95, -272.86, -33.08, -16.56, -287.30, -68.83, 10.59, -273.32, -43.56, -11.24, -245.82, -41.85, -22.69, -260.87, -48.20, -21.80, -284.51, -77.36, -7.34, -266.54, -60.20, -15.17, -245.49, -51.16, -31.71, -255.69, -57.91, -32.56, -267.35
-40.96, -45.85, -318.93,  2.51, -17.05, -310.57, 26.48,  6.30, -302.75, 41.75, 20.86, -288.88, -34.72, 15.81, -290.18, -35.34, 50.70, -254.83, -36.20, 63.71, -238.56, -38.23, 75.38, -219.43, -48.59, 13.12, -272.74, -22.51, -4.77, -242.35, -27.40, -19.55, -270.71, -34.45, -16.20, -284.93, -69.32,  6.86, -267.56, -43.84, -17.08, -242.09, -42.17, -27.24, -258.03, -48.96, -23.76, -281.32, -77.57, -11.49, -261.60, -60.41, -19.88, -240.77, -51.80, -35.45, -252.72, -58.95, -35.23, -264.17
-30.63, -33.05, -330.42,  9.99,  0.61, -328.10, 31.54, 26.93, -323.18, 50.40, 42.85, -317.83, -40.94, 25.84, -297.34, -6.57,  8.76, -265.81, -3.23, -5.00, -281.12, -13.57, -7.71, -300.92, -54.74, 18.59, -281.19, -22.28, -3.87, -262.06, -21.80, -17.23, -291.53, -31.80, -12.84, -303.53, -73.64,  7.25, -277.99, -42.57, -18.93, -263.15, -37.65, -26.91, -279.65, -49.05, -17.72, -299.30, -77.59, -12.94, -273.86, -55.76, -26.01, -261.59, -48.82, -31.63, -281.07, -60.02, -26.14, -286.24
-25.55, -27.39, -329.95,  9.74, 11.85, -327.74, 27.66, 40.82, -323.20, 39.28, 58.96, -310.04, -42.51, 33.71, -304.49, -1.65, 31.47, -276.34,  7.65, 14.57, -284.27,  1.90, -1.36, -299.08, -52.86, 27.09, -285.71, -16.58, 24.78, -261.16, -7.41,  1.06, -281.16, -14.98, -5.50, -293.92, -68.92, 13.55, -278.31, -31.78,  8.81, -256.63, -20.32, -3.10, -265.96, -20.51, -15.83, -286.90, -68.67, -6.06, -270.84, -72.52,  5.97, -245.56, -73.70, 13.88, -225.67, -69.80, 15.16, -212.81
-19.08, -24.94, -331.49, 14.14, 15.98, -328.15, 30.73, 45.74, -323.66, 41.44, 64.74, -310.96, -40.04, 35.21, -306.79, -0.46, 34.23, -276.79,  9.97, 17.82, -284.30,  5.78,  1.67, -299.41, -51.09, 28.04, -288.61, -16.03, 26.96, -262.28, -4.77,  3.81, -281.87, -11.36, -2.98, -295.05, -66.92, 13.78, -282.15, -30.74, 10.44, -258.68, -18.27, -0.89, -267.43, -16.61, -13.55, -288.33, -66.23, -5.84, -274.74, -72.01,  5.96, -249.72, -74.83, 13.84, -229.99, -71.79, 15.30, -216.92
-43.67,  0.62, -359.45, -78.55, 22.82, -326.60, -83.68, 36.00, -295.27, -79.82, 49.83, -274.51, -58.42, 14.35, -294.17, -71.94, 36.61, -251.88, -75.98, 46.70, -234.08, -77.75, 59.13, -215.41, -38.21, 21.22, -287.23, -38.28, 40.54, -247.86, -36.98, 60.87, -222.72, -36.78, 68.14, -208.22, -16.79, 15.16, -286.73, -5.43, 46.15, -258.77, -0.27, 56.96, -244.05,  6.65, 69.19, -223.98, -0.56, 19.19, -299.42, 12.75, 33.95, -279.33, 23.18, 45.71, -264.75, 30.13, 54.39, -257.10
-26.10,  3.52, -365.44, -76.20, 18.24, -357.52, -104.79, 26.73, -340.44, -116.66, 39.05, -321.88, -65.06, 11.47, -309.88, -97.52, 32.34, -278.61, -109.75, 41.93, -264.71, -120.49, 53.96, -249.02, -49.35, 18.23, -295.35, -65.75, 34.53, -258.08, -75.40, 53.01, -233.34, -81.23, 59.21, -219.52, -29.42, 12.63, -287.15, -29.56, 40.60, -254.15, -30.24, 49.86, -237.60, -31.19, 60.05, -215.34, -9.86, 17.99, -292.36, -1.13, 28.52, -267.63,  6.00, 37.17, -249.37, 11.31, 44.01, -239.01
-46.37, -6.57, -378.91, -89.26,  9.65, -352.70, -100.79, 30.88, -328.26, -104.23, 52.07, -314.96, -63.87, -1.81, -313.03, -85.13, 19.16, -273.35, -93.59, 29.79, -257.53, -101.87, 43.78, -241.97, -55.30, 18.42, -308.44, -69.02, 37.82, -271.57, -83.88, 57.62, -250.74, -90.30, 66.57, -238.83, -36.52, 30.31, -309.88, -65.23, 57.54, -327.36, -63.63, 47.85, -343.61, -61.67, 35.96, -364.94, -29.25, 43.73, -324.28, -50.13, 62.71, -325.96, -56.61, 57.78, -345.79, -56.03, 51.77, -357.87
-37.85, -4.08, -383.72, -89.07, -2.07, -371.01, -111.78, 11.82, -349.28, -103.28, 33.21, -338.91, -70.00, -7.49, -323.53, -107.84, 20.21, -307.17, -107.48, 23.33, -327.79, -92.37, 12.14, -340.16, -64.52, 12.67, -315.32, -86.34, 24.24, -279.08, -105.69, 37.68, -256.89, -113.72, 42.23, -243.56, -47.04, 25.87, -311.32, -71.59, 46.42, -282.23, -80.62, 54.05, -267.38, -90.90, 63.07, -247.06, -37.96, 41.20, -322.42, -49.25, 56.17, -301.27, -57.80, 68.06, -285.62, -63.77, 76.84, -277.29
-16.24, -17.83, -362.68, -8.11, 29.79, -341.35, -15.63, 55.20, -319.46, -26.60, 52.96, -296.83, -64.94, 25.80, -342.88, -83.22, 61.58, -313.69, -84.40, 73.61, -296.70, -78.71, 78.73, -275.54, -73.81, 13.96, -326.01, -97.75, 35.84, -296.49, -95.57, 47.17, -266.26, -85.75, 47.09, -253.35, -82.23, -6.07, -321.11, -97.85,  5.36, -282.42, -99.20,  9.58, -263.97, -86.57, 11.37, -243.05, -73.75, -23.47, -313.00, -89.77, -22.57, -289.74, -93.28, -21.37, -268.63, -85.10, -21.30, -257.88
-20.93, -13.17, -378.14, -30.53, 38.01, -369.32, -40.24, 70.73, -365.31, -44.73, 92.92, -354.13, -67.55, 21.33, -342.03, -82.65, 53.99, -307.80, -88.32, 66.59, -292.18, -92.71, 78.41, -273.54, -67.24,  9.20, -323.15, -83.90, 18.04, -283.55, -90.72, 24.98, -252.69, -95.09, 28.19, -237.40, -69.02, -11.68, -315.63, -33.07, -1.21, -293.96, -25.20, -4.75, -310.86, -14.46, -9.59, -332.34, -54.79, -26.45, -311.17, -41.79, -14.35, -289.20, -23.71, -13.25, -300.66, -21.22, -18.39, -312.90
-26.34, -46.40, -334.95, -25.47, -6.70, -300.13, -49.74, 14.28, -287.82, -71.81, 21.96, -278.26, -40.42, 19.45, -346.51, -45.18, 68.45, -339.91, -48.62, 88.54, -335.48, -54.44, 109.20, -328.74, -61.74, 19.91, -339.50, -86.18, 56.27, -337.60, -102.94, 80.66, -324.51, -111.85, 93.60, -320.47, -81.34,  9.69, -342.15, -75.79, 10.64, -299.26, -64.59, -4.68, -299.62, -50.37, -24.63, -299.43, -90.80, -5.87, -331.71, -88.69,  2.19, -304.71, -74.22, -11.70, -297.16, -65.52, -21.42, -293.65
-23.72, -51.61, -356.28, -3.49, -24.16, -315.95, -17.47, -9.21, -288.34, -31.96, -6.00, -267.92, -35.47, 13.78, -340.35, -38.51, 57.29, -316.60, -40.33, 74.38, -304.78, -43.31, 90.94, -289.85, -51.12, 10.93, -324.52, -67.01, 44.38, -301.03, -72.53, 63.17, -275.27, -76.82, 74.04, -264.02, -70.62,  0.88, -320.67, -46.09, -10.73, -286.99, -37.72, -24.59, -296.90, -26.86, -42.85, -309.09, -75.66, -17.59, -312.08, -60.76, -17.87, -288.07, -45.77, -32.55, -292.45, -37.35, -42.37, -296.33
-37.49, -64.87, -342.26,  9.47, -40.76, -344.02, 39.51, -25.25, -350.19, 60.63, -12.03, -346.11, -27.75,  1.88, -331.43, -29.03, 44.95, -306.73, -30.37, 61.86, -294.61, -33.16, 78.29, -279.48, -42.66,  5.12, -314.97, -19.46, -2.88, -278.62, -22.98, -27.51, -299.30, -29.23, -29.36, -314.15, -64.07,  1.91, -309.76, -41.90, -13.67, -276.04, -39.96, -28.50, -287.74, -44.78, -33.11, -311.31, -74.07, -13.45, -299.54, -58.74, -16.67, -276.02, -50.10, -35.58, -281.26, -56.15, -38.95, -292.85
-34.21, -58.52, -344.37,  2.32, -43.89, -309.15,  4.67, -27.07, -279.28, -11.66, -23.19, -260.41, -21.42,  0.46, -312.36, -14.83, 35.67, -277.95, -13.23, 49.12, -262.09, -13.38, 61.72, -243.45, -38.60,  0.58, -297.92, -22.81, -22.09, -263.86, -25.02, -35.98, -292.99, -28.25, -32.93, -308.60, -60.77, -1.36, -296.94, -46.30, -29.93, -267.86, -43.22, -42.04, -282.15, -45.19, -37.32, -306.11, -73.48, -17.68, -293.40, -62.61, -29.46, -270.13, -54.61, -46.99, -279.53, -57.44, -48.76, -292.61
-21.20, -56.77, -350.36, 22.07, -27.01, -344.78, 45.86, -3.11, -338.16, 66.20, 10.57, -332.10, -28.65,  0.86, -314.44,  2.46, -20.68, -282.26,  5.55, -33.81, -298.16, -3.85, -34.57, -318.59, -43.85, -6.11, -299.47, -14.39, -32.16, -280.07, -13.32, -43.88, -310.21, -22.26, -38.04, -322.42, -63.74, -16.01, -297.91, -35.71, -45.43, -283.08, -30.52, -52.87, -299.75, -40.05, -41.72, -319.37, -69.50, -36.01, -295.19, -49.48, -51.48, -282.61, -41.93, -56.57, -302.01, -52.36, -49.91, -307.41
-20.83, -51.38, -349.91, 17.83, -17.78, -337.03, 37.07,  7.32, -323.58, 47.54, 20.10, -304.49, -34.37,  6.65, -316.49,  4.20, -2.20, -286.48, 12.42, -18.50, -296.56,  6.31, -31.49, -313.89, -46.01, -1.72, -299.21, -11.32, -9.88, -273.65, -2.94, -31.32, -296.39, -10.34, -35.46, -310.22, -63.34, -14.85, -294.40, -27.86, -25.37, -271.99, -16.92, -36.75, -282.54, -17.37, -46.19, -305.14, -64.86, -35.28, -289.83, -68.87, -26.85, -263.15, -70.01, -22.08, -242.29, -66.49, -23.08, -229.29
-18.66, -51.78, -344.97, 20.75, -22.10, -326.11, 40.16,  0.87, -309.49, 50.28, 12.63, -289.57, -32.01,  8.05, -314.82,  2.20, -3.24, -280.64, 10.03, -20.20, -289.92,  5.65, -33.50, -307.52, -46.00,  1.00, -298.75, -14.78, -8.79, -269.53, -5.14, -31.49, -290.48, -11.16, -35.74, -304.94, -64.56, -10.88, -295.55, -32.22, -23.04, -269.53, -20.91, -35.36, -278.50, -19.01, -45.81, -300.58, -67.90, -31.01, -290.65, -74.34, -21.20, -264.94, -77.93, -15.17, -244.68, -76.14, -15.70, -231.31
-28.14, -15.73, -370.32, -71.46,  5.71, -349.04, -89.33, 15.38, -321.33, -94.00, 26.04, -298.92, -63.36, -9.28, -312.13, -87.70,  9.47, -273.11, -96.32, 17.84, -256.07, -102.87, 28.10, -237.14, -46.31, -6.14, -297.88, -58.40,  7.33, -257.93, -64.24, 23.57, -230.56, -68.48, 28.63, -215.74, -27.07, -15.22, -291.40, -24.86,  9.31, -255.84, -24.76, 16.97, -238.47, -24.91, 24.95, -215.31, -7.36, -12.40, -296.79, -1.46, -3.35, -270.68,  3.60,  4.10, -251.23,  7.81, 10.21, -239.95
