79.19, -45.82, -266.09, 107.10, -3.50, -251.28, 119.25, 28.25, -246.28, 121.21, 52.21, -238.56, 67.48, 21.34, -270.62, 57.92, 69.29, -261.91, 52.20, 88.95, -257.93, 43.42, 108.96, -252.57, 45.04, 21.14, -270.62, 26.30, 60.49, -265.76, 10.65, 87.04, -255.91,  3.53, 101.52, -254.20, 27.54, 11.94, -280.86, -1.35, 39.01, -263.44, -14.10, 52.42, -259.19, -30.55, 70.28, -255.93, 15.76, -4.89, -276.55, -6.82, 11.57, -272.32, -24.21, 23.54, -268.66, -35.49, 30.07, -265.13
81.90, -44.26, -269.64, 108.61, -0.47, -257.05, 118.72, 32.11, -252.82, 119.20, 56.11, -245.01, 67.26, 22.45, -271.47, 56.37, 69.81, -261.22, 50.15, 89.13, -256.42, 41.02, 108.65, -249.95, 44.97, 21.36, -269.13, 25.38, 59.87, -261.56,  9.87, 85.63, -249.64,  2.44, 99.81, -246.94, 26.84, 11.65, -277.70, -0.86, 37.35, -256.64, -13.51, 50.21, -250.74, -30.09, 67.42, -245.36, 16.23, -5.70, -272.55, -5.93, 10.25, -265.26, -22.95, 21.84, -259.31, -33.82, 28.09, -254.32
78.83, -40.86, -257.60, 96.40,  1.41, -231.26, 92.27, 33.01, -218.39, 69.88, 42.45, -211.51, 64.85, 23.98, -274.00, 57.52, 71.98, -263.56, 53.12, 88.33, -251.39, 45.68, 97.17, -232.08, 42.76, 24.06, -270.02, 23.58, 63.20, -265.11, 11.66, 82.25, -241.84,  8.54, 82.12, -225.91, 23.98, 13.13, -274.86, -3.28, 42.84, -259.20, -13.66, 53.17, -247.12, -19.32, 55.79, -223.42, 13.56, -2.25, -265.12, -9.80, 13.17, -261.21, -24.94, 22.74, -249.44, -27.50, 22.78, -236.18
72.54, -39.83, -250.89, 83.23,  4.91, -224.93, 77.42, 37.17, -214.62, 59.17, 53.29, -207.93, 61.14, 25.43, -267.61, 46.33, 71.33, -255.76, 38.04, 86.56, -244.18, 26.40, 95.27, -227.01, 38.70, 25.43, -267.19, 17.84, 63.35, -260.07,  2.80, 79.09, -236.14, -2.96, 79.36, -220.97, 20.96, 14.65, -275.25, -5.12, 43.19, -255.85, -15.87, 53.31, -243.92, -25.33, 57.35, -221.68,  9.17, -0.98, -267.69, -11.66, 17.06, -261.41, -25.83, 27.38, -249.07, -30.35, 27.43, -236.36
73.46, -36.84, -282.70, 91.74, -13.58, -238.96, 93.16,  5.87, -210.66, 81.93, 13.77, -189.47, 57.49, 26.28, -261.98, 44.57, 50.29, -220.47, 39.85, 52.67, -200.30, 35.27, 42.42, -180.79, 36.31, 22.72, -255.45, 20.78, 43.87, -220.31, 17.29, 37.63, -188.75, 19.01, 25.59, -178.01, 16.92, 14.31, -262.46,  4.90, 24.26, -222.12,  1.89, 24.20, -203.38,  3.94, 13.83, -181.27,  8.08, -4.61, -260.47, -3.19,  7.80, -237.72, -7.06,  9.51, -216.70, -4.99,  2.64, -205.27
71.74, -42.24, -256.93, 88.41, -2.45, -226.48, 88.15, 27.88, -210.31, 72.59, 43.62, -198.18, 60.04, 23.89, -269.48, 47.41, 66.60, -247.49, 41.52, 78.94, -231.75, 34.06, 80.13, -210.56, 37.99, 24.55, -265.33, 20.67, 61.21, -248.63, 12.29, 72.07, -219.32, 11.28, 66.56, -204.10, 18.79, 14.60, -270.65,  0.40, 43.18, -243.89, -5.92, 52.05, -228.35, -7.98, 51.84, -203.94,  7.87, -0.94, -261.72, -7.62, 20.01, -250.77, -15.94, 31.02, -234.37, -16.20, 29.53, -220.96
64.23, -20.83, -311.31, 12.17, -15.90, -303.91, -15.32, -0.77, -289.89, -16.34, 23.46, -282.86, 34.41, -4.57, -252.03, -1.49, 15.89, -224.47, -17.60, 28.52, -220.49, -31.07, 45.70, -225.92, 42.13, 16.37, -249.69, 20.68, 42.56, -221.79, -0.14, 67.32, -222.00, -7.45, 77.45, -232.35, 60.95, 28.28, -249.67, 43.54, 64.60, -233.89, 34.24, 81.10, -232.67, 21.77, 97.61, -245.78, 70.99, 39.03, -264.64, 68.28, 63.85, -251.39, 61.71, 84.16, -249.46, 55.47, 92.56, -257.98
75.47, -37.42, -240.41, 76.22, 13.56, -226.63, 67.43, 46.78, -225.74, 52.05, 66.70, -223.74, 60.69, 20.99, -272.64, 34.91, 63.42, -271.51, 21.78, 78.08, -264.62,  5.62, 87.13, -251.85, 38.66, 17.98, -275.72, 12.05, 52.84, -276.54, -7.90, 68.62, -256.55, -15.80, 70.40, -242.49, 23.86,  3.47, -283.85, -5.61, 31.74, -269.58, -18.17, 42.79, -260.62, -30.72, 50.46, -241.03, 12.55, -11.81, -274.96, -8.62,  6.67, -271.97, -23.48, 18.32, -261.83, -29.01, 20.21, -249.66
81.76, -42.20, -283.08, 100.40, -0.47, -256.61, 98.75, 30.65, -242.12, 90.50, 49.69, -227.74, 63.72, 21.09, -264.72, 51.47, 62.52, -240.23, 44.75, 79.13, -229.56, 35.22, 95.25, -217.08, 41.69, 17.90, -261.81, 20.66, 50.95, -242.09,  4.65, 70.62, -221.99, -3.32, 82.70, -214.66, 23.58,  9.91, -272.01, -3.72, 26.67, -242.94, -16.49, 36.47, -232.87, -33.38, 50.19, -221.62, 14.19, -8.86, -271.67, -8.02,  2.75, -258.60, -24.97, 10.79, -248.23, -35.61, 14.35, -240.73
87.89, -44.94, -269.93, 110.11,  0.00, -253.34, 117.77, 32.78, -246.42, 117.87, 56.12, -236.78, 66.25, 19.86, -270.31, 50.51, 65.06, -257.02, 42.33, 83.28, -251.01, 31.20, 101.28, -243.38, 44.14, 16.34, -268.77, 20.17, 52.10, -260.38,  1.55, 75.33, -247.72, -7.50, 88.42, -244.57, 27.50,  5.15, -278.41, -3.43, 27.75, -258.31, -17.49, 39.24, -252.79, -35.86, 54.63, -247.68, 18.55, -13.16, -274.76, -6.05, -0.41, -269.20, -24.87,  8.64, -264.38, -36.83, 13.22, -260.10
