44.96, -71.38, -289.58, 48.55, -18.95, -284.39, 41.39, 14.63, -282.89, 31.12, 36.45, -275.41,  0.16, -19.83, -287.80, -29.80, 17.81, -275.46, -43.38, 32.42, -269.38, -59.16, 46.06, -260.93, -17.70, -30.79, -279.76, -51.05, -5.06, -267.55, -73.89, 11.94, -252.17, -86.37, 21.29, -247.73, -30.35, -48.77, -283.28, -61.30, -36.19, -255.81, -76.82, -29.94, -246.85, -97.88, -21.72, -237.40, -29.87, -68.25, -275.49, -54.49, -63.10, -262.61, -73.01, -59.68, -252.38, -84.03, -58.36, -244.70
53.11, -66.72, -287.97, 59.17, -14.79, -280.49, 54.59, 19.06, -276.73, 47.43, 41.38, -267.36,  8.47, -15.98, -277.94, -19.15, 20.95, -259.50, -31.65, 35.21, -250.82, -46.04, 48.36, -239.58, -8.28, -27.65, -268.63, -40.17, -3.21, -251.04, -61.15, 12.44, -232.02, -73.08, 21.31, -225.53, -21.14, -45.55, -271.82, -49.14, -35.46, -240.43, -63.69, -30.13, -229.47, -83.69, -23.01, -217.25, -19.66, -65.47, -265.36, -43.17, -62.67, -249.94, -60.76, -61.06, -237.80, -71.04, -60.95, -229.05
56.08, -66.06, -275.35, 65.05, -14.58, -267.69, 62.82, 19.61, -264.93, 56.51, 42.67, -256.83, 14.04, -12.33, -271.64, -12.98, 26.75, -257.15, -25.42, 41.99, -250.24, -40.13, 56.30, -241.02, -4.52, -22.72, -264.45, -36.68,  4.07, -251.33, -58.80, 21.38, -235.29, -70.84, 31.13, -230.46, -18.04, -39.79, -269.10, -49.13, -27.39, -241.71, -64.60, -20.96, -232.78, -85.50, -12.36, -223.32, -18.73, -59.64, -262.31, -43.87, -55.27, -250.18, -62.79, -52.49, -240.49, -74.11, -51.66, -233.19
60.74, -65.69, -259.16, 80.41, -18.22, -246.97, 90.86, 14.24, -242.65, 95.87, 37.57, -234.41, 21.86, -9.55, -261.30, -0.99, 32.18, -247.05, -11.93, 48.67, -240.49, -25.56, 64.44, -232.00,  1.70, -18.96, -258.31, -30.88,  9.20, -249.97, -54.59, 26.98, -237.02, -66.78, 37.20, -233.78, -11.58, -34.99, -266.24, -47.88, -23.02, -245.98, -64.85, -16.57, -240.46, -87.17, -7.92, -235.23, -14.70, -54.96, -260.59, -42.67, -54.92, -256.59, -63.76, -55.52, -252.81, -76.69, -56.87, -249.17
66.06, -60.83, -261.82, 74.57, -11.32, -245.52, 68.77, 21.31, -236.42, 59.26, 41.23, -224.17, 28.48, -5.14, -249.41,  4.05, 33.16, -229.32, -7.36, 48.04, -220.20, -21.09, 61.82, -208.89,  9.28, -15.00, -243.24, -20.37, 12.09, -225.61, -40.76, 28.65, -206.72, -51.89, 38.53, -200.26, -5.63, -30.16, -249.86, -34.76, -19.08, -219.87, -49.35, -12.65, -209.57, -69.16, -3.70, -198.27, -7.77, -50.66, -245.92, -31.62, -45.10, -231.82, -49.61, -41.47, -220.74, -60.37, -40.36, -212.66
72.45, -54.11, -257.40, 87.52, -4.90, -245.57, 90.48, 28.68, -238.86, 89.93, 51.26, -227.57, 34.00, -0.88, -238.52, 13.21, 36.59, -213.42,  3.49, 51.09, -202.01, -8.04, 64.41, -188.01, 16.70, -11.92, -229.44, -11.32, 13.11, -206.81, -29.26, 28.16, -184.49, -39.76, 37.25, -176.09,  1.88, -27.99, -233.72, -23.50, -19.57, -199.72, -36.95, -14.44, -187.35, -55.54, -7.25, -173.10,  1.67, -48.58, -229.69, -21.35, -47.14, -213.36, -38.53, -46.67, -200.55, -48.57, -47.46, -191.56
65.48, -45.86, -267.67, 18.07, -58.13, -247.91, -9.79, -58.60, -227.80, -30.17, -50.42, -215.33, 25.97, -24.58, -216.16, -8.85, -4.55, -186.95, -22.83,  5.48, -175.16, -37.00, 18.83, -163.89, 32.84, -3.25, -214.86,  8.28, 22.42, -189.14, -11.73, 44.29, -176.17, -20.64, 53.91, -166.62, 51.19,  9.23, -213.05, 29.19, 45.45, -204.38, 20.76, 60.82, -197.10, 10.99, 80.18, -185.70, 63.40, 18.71, -227.25, 54.43, 43.53, -217.13, 47.77, 62.64, -210.08, 43.55, 75.15, -207.23
95.49, -41.61, -241.63, 94.98, 10.88, -235.82, 88.48, 44.28, -231.00, 83.24, 65.93, -219.12, 52.65,  9.91, -228.29, 38.05, 49.25, -201.73, 31.84, 64.68, -189.14, 25.69, 79.39, -173.27, 43.23,  2.05, -209.49, 21.78, 26.85, -180.36, 10.53, 44.30, -155.55,  3.99, 53.05, -143.55, 32.89, -15.82, -201.14, 61.48, -10.68, -169.08, 72.84, -19.34, -181.58, 87.84, -30.85, -197.16, 39.76, -32.52, -190.44, 48.14, -20.00, -166.54, 68.35, -25.76, -170.76, 72.91, -33.66, -180.71
89.94, -41.90, -236.75, 94.81, 10.49, -232.13, 85.41, 40.61, -218.52, 79.10, 57.34, -200.69, 59.02, 13.88, -212.23, 47.75, 55.67, -187.88, 42.84, 72.22, -176.17, 37.90, 88.21, -161.14, 50.80,  5.40, -193.15, 35.32, 35.33, -165.07, 29.76, 55.58, -140.46, 24.03, 66.48, -129.90, 38.50, -11.41, -185.28, 33.97,  6.78, -146.29, 28.51, 15.44, -130.30, 19.53, 26.66, -110.46, 43.29, -30.17, -177.52, 33.49, -22.07, -152.28, 26.67, -16.42, -132.76, 23.95, -13.76, -119.80
96.57, -44.14, -236.93, 108.00,  2.02, -213.95, 103.34, 26.41, -190.19, 100.27, 36.94, -167.45, 63.91,  8.70, -208.50, 58.46, 40.41, -170.66, 62.60, 49.26, -152.24, 70.54, 52.87, -131.50, 56.52, -1.22, -189.77, 51.69, 22.29, -153.07, 68.09, 28.14, -125.79, 78.72, 28.22, -113.54, 45.22, -19.01, -182.59, 56.43, -4.95, -143.25, 63.73, -0.10, -126.41, 78.36,  2.72, -106.96, 51.27, -37.99, -175.96, 52.72, -28.41, -149.42, 60.15, -23.39, -129.95, 69.66, -23.53, -120.37
